"","Player","Year","Pos","TS.","AST.","FG.","FT.","X3P.","X2P.","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","Player_year","randomPart_euclidean_12"
"916","Mike Bibby",2002,"PG",0.513,23,0.453,0.803,0.37,0.466,0.5,2.5,5.5,1.2,0.2,1.8,1.8,14.9,"Mike Bibby-2002",2
"917","Chauncey Billups",2002,"PG",0.555,29.2,0.423,0.885,0.394,0.441,0.5,2.9,6.9,1,0.3,2.1,2.6,15.7,"Chauncey Billups-2002",2
"918","Mookie Blaylock",2002,"PG",0.398,28.2,0.342,0.5,0.357,0.337,0.5,2.6,6.9,1.4,0.2,2.2,1.2,7.2,"Mookie Blaylock-2002",5
"919","Corie Blount",2002,"PF",0.478,4.9,0.458,0.644,0,0.46,3.8,5.5,1.1,1.2,0.7,1.3,4.4,6.5,"Corie Blount-2002",8
"923","Cal Bowdler",2002,"PF",0.416,3,0.351,0.83,0.2,0.355,2.3,4.4,0.7,1.1,0.9,0.7,3.9,10,"Cal Bowdler-2002",1
"924","Bruce Bowen",2002,"SF",0.468,8.1,0.389,0.479,0.378,0.396,0.9,2.5,1.9,1.3,0.5,1.4,2.5,8.7,"Bruce Bowen-2002",3
"925","Ryan Bowen",2002,"SF",0.524,4.8,0.479,0.75,0.083,0.495,2.9,3.5,1.1,1.6,0.9,0.9,3.7,7.8,"Ryan Bowen-2002",6
"927","Earl Boykins",2002,"PG",0.464,31.5,0.4,0.77,0.31,0.416,1.3,1.3,6.9,0.9,0.1,2.1,2.1,13.2,"Earl Boykins-2002",2
"928","Michael Bradley",2002,"PF",0.526,4,0.52,0.5,0,0.565,2.1,5.2,0.9,0,1.8,1.8,3.1,9.2,"Michael Bradley-2002",7
"929","Shawn Bradley",2002,"C",0.562,3.8,0.479,0.922,0,0.481,2.5,5.8,1,1.3,3,1.2,6.1,10.2,"Shawn Bradley-2002",8
"931","Terrell Brandon",2002,"PG",0.494,42.8,0.425,0.988,0.174,0.442,0.6,2.8,9.9,1.9,0.2,1.6,1.8,14.9,"Terrell Brandon-2002",10
"938","Kedrick Brown",2002,"SF",0.4,9.8,0.329,0.6,0.185,0.419,1.6,5.7,2.2,2.6,1,1,2.6,9.3,"Kedrick Brown-2002",1
"939","Kwame Brown",2002,"PF",0.45,8.4,0.387,0.707,0,0.388,2.8,5.9,1.9,0.7,1.1,1.9,4.6,11.4,"Kwame Brown-2002",8
"942","Tierre Brown",2002,"SG",0.483,29.5,0.426,0.75,0.333,0.437,1.1,2.7,6.3,1.7,0.3,3.6,2.3,11,"Tierre Brown-2002",5
"943","Rick Brunson",2002,"PG",0.477,32.7,0.398,0.707,0.545,0.382,1.6,3.1,7.9,1.7,0.1,3.3,3.5,8.7,"Rick Brunson-2002",5
"944","Kobe Bryant",2002,"SG",0.544,25.9,0.469,0.829,0.25,0.489,1.3,3.9,5.1,1.4,0.4,2.6,2.7,23.7,"Kobe Bryant-2002",4
"946","Greg Buckner",2002,"SG",0.566,7.9,0.525,0.69,0.313,0.544,2.7,4.3,2,1.3,0.8,1.1,5,10.3,"Greg Buckner-2002",6
"947","Jud Buechler",2002,"SF",0.463,6.5,0.373,0.5,0.35,0.397,1.5,4.6,1.7,1.1,0.4,0.8,2.8,5.8,"Jud Buechler-2002",1
"948","Rodney Buford",2002,"SG",0.47,7,0.435,0.725,0.243,0.461,1.1,4.5,1.4,0.9,0.2,1.3,2.2,12,"Rodney Buford-2002",3
"949","Matt Bullard",2002,"PF",0.436,7.4,0.339,0.917,0.281,0.397,1,3.8,1.6,0.2,0.2,1.2,3,10.8,"Matt Bullard-2002",3
"951","Jason Caffey",2002,"PF",0.544,6.7,0.5,0.628,0,0.507,3.1,3.3,1.5,0.5,0.6,2.4,5,12.6,"Jason Caffey-2002",8
"952","Marcus Camby",2002,"C",0.483,5.6,0.448,0.626,0,0.45,3.2,8.3,1.2,1.2,1.8,1.5,3.8,11.5,"Marcus Camby-2002",8
"953","Elden Campbell",2002,"PF",0.558,8.5,0.484,0.797,0,0.485,2.2,6.6,1.7,1,2.3,2.3,4.4,17.9,"Elden Campbell-2002",12
"955","Anthony Carter",2002,"PG",0.359,33,0.342,0.528,0.053,0.365,0.7,3.4,7.3,1.7,0.1,2.5,2.9,6.8,"Anthony Carter-2002",5
"956","Vince Carter",2002,"SG",0.515,19.9,0.428,0.798,0.387,0.441,2.1,2.6,3.6,1.4,0.6,2.3,2.9,22.4,"Vince Carter-2002",4
"957","Sam Cassell",2002,"PG",0.545,34.3,0.463,0.86,0.348,0.486,0.7,3.6,6.8,1.2,0.2,2.4,2.9,20.2,"Sam Cassell-2002",10
"958","Kelvin Cato",2002,"C",0.599,2.5,0.583,0.582,0,0.585,3.3,6.6,0.5,0.8,1.8,1,3.9,9.3,"Kelvin Cato-2002",7
"960","Calbert Cheaney",2002,"SG",0.499,11.3,0.481,0.687,0,0.485,1.3,4,2.4,0.8,0.5,1.5,3.4,10.9,"Calbert Cheaney-2002",8
"961","Chris Childs",2002,"PG",0.435,32.9,0.328,0.817,0.275,0.364,0.4,3.1,8,1.3,0.1,2.8,4,6.5,"Chris Childs-2002",5
"962","Doug Christie",2002,"SG",0.578,17.2,0.46,0.851,0.352,0.518,1,3.9,4.4,2.1,0.3,2.1,2.7,12.5,"Doug Christie-2002",6
"963","Keon Clark",2002,"C",0.522,7.1,0.49,0.674,0,0.494,3,6.9,1.4,1,2,2.3,4.3,15.1,"Keon Clark-2002",8
"964","Speedy Claxton",2002,"PG",0.469,21.9,0.4,0.838,0.121,0.422,1.1,2.7,4.7,2.2,0.1,2.2,3.4,11.3,"Speedy Claxton-2002",5
"965","Mateen Cleaves",2002,"PG",0.486,25.9,0.441,0.889,0.25,0.467,0.2,1.6,5.9,1.6,0,6.4,2.1,16.5,"Mateen Cleaves-2002",10
"966","Derrick Coleman",2002,"PF",0.524,8.5,0.45,0.815,0.337,0.465,2.9,5.9,1.7,0.7,0.9,2.1,2.7,15.1,"Derrick Coleman-2002",9
"967","Bimbo Coles",2002,"PG",0.459,23.3,0.384,0.892,0.2,0.413,0.6,2.2,5.6,0.7,0.2,1.6,3.1,7.7,"Bimbo Coles-2002",2
"968","Jason Collier",2002,"C",0.486,4.1,0.432,0.75,0,0.436,3.1,5,0.9,0.6,0.4,1.3,3.9,10.5,"Jason Collier-2002",8
"969","Jarron Collins",2002,"C",0.532,6.6,0.461,0.74,0,0.462,3.4,3.9,1.4,0.7,0.5,1.4,5.9,11.3,"Jarron Collins-2002",8
"970","Jason Collins",2002,"C",0.5,8.4,0.421,0.701,0.5,0.42,3.4,4.3,2.1,0.7,1.2,1.8,4.4,9,"Jason Collins-2002",9
"972","Jamal Crawford",2002,"PG",0.555,21.8,0.476,0.769,0.448,0.488,0.4,2.2,4.1,1.3,0.4,2.4,1.3,16,"Jamal Crawford-2002",4
"973","Joe Crispin",2002,"PG",0.536,27.4,0.382,0.923,0.385,0.379,0.5,2.1,6,1.2,0,2.3,2.3,18.2,"Joe Crispin-2002",2
"974","Austin Croshere",2002,"PF",0.518,10.1,0.413,0.851,0.338,0.449,2.1,6.2,2.2,0.7,0.8,1.9,3,14.4,"Austin Croshere-2002",9
"975","John Crotty",2002,"PG",0.599,29.2,0.471,0.864,0.449,0.482,0.7,2.6,6.3,0.9,0,2.3,3.5,12.7,"John Crotty-2002",2
"976","Vonteego Cummings",2002,"PG",0.477,21.6,0.417,0.75,0.261,0.468,1,2.7,4.3,1.3,0.4,2.6,3.8,13.8,"Vonteego Cummings-2002",2
"977","Dell Curry",2002,"SG",0.495,11.9,0.406,0.892,0.344,0.444,0.9,2.4,2.5,0.9,0.2,1.7,2,14.6,"Dell Curry-2002",11
"979","Michael Curry",2002,"SG",0.521,10.1,0.453,0.791,0.269,0.472,0.3,2.9,2.4,0.9,0.2,1.1,3.9,6.2,"Michael Curry-2002",3
"982","Antonio Daniels",2002,"SG",0.534,17.2,0.44,0.752,0.291,0.51,0.4,2.5,3.8,0.8,0.2,1.2,1.7,12.5,"Antonio Daniels-2002",11
"983","Antonio Davis",2002,"PF",0.497,8.7,0.426,0.818,0,0.426,3.1,5.9,1.9,0.7,1,1.9,2.7,13.5,"Antonio Davis-2002",8
"984","Baron Davis",2002,"PG",0.498,37.3,0.417,0.58,0.356,0.451,1,2.8,7.6,1.9,0.5,2.7,2.6,16.1,"Baron Davis-2002",10
"986","Emanual Davis",2002,"PG",0.449,13.7,0.354,0.889,0.341,0.363,0.9,2.6,3.2,1.3,0.2,2.4,3.2,8.6,"Emanual Davis-2002",3
"987","Hubert Davis",2002,"SG",0.544,13.9,0.448,0.762,0.452,0.445,0.2,2,3.1,0.8,0.1,1.3,1.7,10.7,"Hubert Davis-2002",11
"988","Ricky Davis",2002,"SF",0.539,16.6,0.481,0.79,0.314,0.489,1.2,3.3,3.3,1.3,0.4,2.7,2.7,17.7,"Ricky Davis-2002",4
"991","Tony Delk",2002,"SG",0.473,15.2,0.384,0.804,0.313,0.425,1.4,3.6,3.3,1.3,0.2,1.5,2.4,14.9,"Tony Delk-2002",3
"992","Derrick Dial",2002,"SG",0.387,18.6,0.342,0.75,0.091,0.367,1.7,5.1,4.2,1.2,0.5,1.9,1.6,12.2,"Derrick Dial-2002",1
"995","Vlade Divac",2002,"C",0.513,17.9,0.472,0.615,0.231,0.477,3,6.9,4.4,1.2,1.4,2.4,3.4,13.2,"Vlade Divac-2002",12
"998","Bryce Drew",2002,"PG",0.539,20.7,0.429,0.793,0.425,0.431,0.7,2.7,4.7,1.5,0.1,1.5,2.3,9.8,"Bryce Drew-2002",2
"999","Predrag Drobnjak",2002,"C",0.49,6.9,0.461,0.753,0,0.464,2.3,4.4,1.6,0.6,1,1.6,3.3,13.4,"Predrag Drobnjak-2002",8
"1000","Chris Dudley",2002,"C",0.424,5.7,0.4,0.533,0,0.417,3,5.8,1.4,0.3,1.5,1.5,4.6,5.3,"Chris Dudley-2002",8
"1001","Tim Duncan",2002,"PF",0.576,18.3,0.508,0.799,0.1,0.511,2.9,8.4,3.3,0.7,2.2,2.8,2.3,22.6,"Tim Duncan-2002",12
"1002","Howard Eisley",2002,"PG",0.435,26.7,0.337,0.796,0.241,0.385,0.5,2.4,5.9,1.4,0.2,3.1,3.3,10.1,"Howard Eisley-2002",5
"1004","LaPhonso Ellis",2002,"SF",0.48,5.6,0.418,0.631,0.306,0.46,2.3,3.8,1.2,0.6,0.8,1.6,4.2,10,"LaPhonso Ellis-2002",9
"1007","Patrick Ewing",2002,"C",0.497,6.3,0.444,0.701,0,0.446,2.4,8.1,1.4,0.9,1.8,2.6,5.2,15.6,"Patrick Ewing-2002",8
"1008","Danny Ferry",2002,"SF",0.594,9.4,0.429,0.944,0.434,0.423,0.7,3.4,2.2,0.7,0.4,1,3.2,10.3,"Danny Ferry-2002",11
"1009","Michael Finley",2002,"SF",0.532,14,0.463,0.837,0.339,0.491,1.2,3.5,3,0.8,0.3,1.5,1.9,18.6,"Michael Finley-2002",11
"1010","Derek Fisher",2002,"PG",0.55,13.9,0.411,0.847,0.413,0.41,0.3,2.4,3.3,1.2,0.2,1.1,2.2,14.3,"Derek Fisher-2002",11
"1011","Marcus Fizer",2002,"PF",0.482,11.7,0.438,0.668,0.171,0.451,2.3,5.5,2.2,0.9,0.4,2.4,3.4,17.2,"Marcus Fizer-2002",9
"1015","Danny Fortson",2002,"PF",0.504,9.3,0.428,0.795,0.25,0.429,4.7,9.9,2.1,0.7,0.3,2.6,4.1,14,"Danny Fortson-2002",12
"1017","Jeff Foster",2002,"C",0.493,6.1,0.449,0.61,0.133,0.462,4.2,7.1,1.4,1.4,0.8,1.6,4.7,9.4,"Jeff Foster-2002",8
"1018","Antonis Fotsis",2002,"PF",0.479,5.3,0.404,0.85,0.304,0.432,2.8,4.2,1.1,1,1.2,2.4,2.5,12.2,"Antonis Fotsis-2002",3
"1020","Rick Fox",2002,"SF",0.502,18.1,0.421,0.824,0.313,0.479,1.4,4.7,4.5,1.1,0.3,2.1,3.8,10.1,"Rick Fox-2002",2
"1022","Steve Francis",2002,"PG",0.517,29.1,0.417,0.773,0.324,0.442,1.6,4.6,5.6,1.1,0.4,3.4,2.6,19,"Steve Francis-2002",10
"1023","Lawrence Funderburke",2002,"PF",0.49,6.6,0.469,0.607,0,0.475,3.8,6.1,1.6,0.5,0.9,1.6,3.2,13.2,"Lawrence Funderburke-2002",8
"1024","Kevin Garnett",2002,"PF",0.536,22.4,0.47,0.801,0.319,0.484,2.8,8.4,4.8,1.1,1.4,2.6,2.1,19.4,"Kevin Garnett-2002",12
"1026","Pat Garrity",2002,"PF",0.553,6.4,0.426,0.836,0.427,0.426,1.2,3.9,1.5,0.9,0.4,1,3.4,13.2,"Pat Garrity-2002",11
"1027","Pau Gasol",2002,"C",0.566,13.8,0.518,0.709,0.2,0.519,2.8,5.9,2.7,0.5,2,2.7,2.3,17.3,"Pau Gasol-2002",12
"1028","Chris Gatling",2002,"PF",0.501,5.7,0.447,0.701,0.125,0.456,3.2,6,1.1,0.8,0.5,2.6,4.9,15.4,"Chris Gatling-2002",8
"1030","Devean George",2002,"SF",0.502,9.4,0.411,0.675,0.371,0.432,1.6,4.6,2.3,1.5,0.9,1.4,3.9,11.9,"Devean George-2002",3
"1031","Eddie Gill",2002,"PG",0.531,20.6,0.424,0.795,0.318,0.457,0.7,2,4.6,1,0.3,3.2,3.6,10.9,"Eddie Gill-2002",2
"1032","Kendall Gill",2002,"SG",0.414,12.1,0.384,0.677,0.136,0.413,0.7,4,2.6,1.1,0.2,1.4,3.6,9.5,"Kendall Gill-2002",1
"1033","Dion Glover",2002,"SG",0.491,12.8,0.421,0.757,0.33,0.444,1.1,4.1,2.6,1.4,0.4,2.4,2.8,15.3,"Dion Glover-2002",3
"1035","Brian Grant",2002,"PF",0.508,10.5,0.469,0.849,0,0.47,2.7,6.5,2.2,0.8,0.5,1.9,3.8,10.7,"Brian Grant-2002",8
"1037","Adrian Griffin",2002,"SG",0.545,11.3,0.499,0.837,0.296,0.534,1.8,4.2,2.8,2,0.3,1.1,3.7,10.8,"Adrian Griffin-2002",6
"1038","Eddie Griffin",2002,"PF",0.456,4.8,0.366,0.744,0.33,0.392,2.2,5.7,1,0.3,2.5,0.9,2.2,12.2,"Eddie Griffin-2002",9
"1039","Tom Gugliotta",2002,"PF",0.449,10.2,0.422,0.757,0.333,0.425,1.9,5.2,2.5,1.2,1,1.9,3.7,9.1,"Tom Gugliotta-2002",3
"1040","A.J. Guyton",2002,"PG",0.477,23.6,0.361,0.815,0.374,0.347,0.7,1.9,4.8,0.6,0.4,2.2,1.4,14.5,"A.J. Guyton-2002",2
"1041","Darvin Ham",2002,"SF",0.571,9.1,0.569,0.504,0.143,0.583,2.7,3.3,2.2,0.7,1.1,2.5,5.2,9,"Darvin Ham-2002",7
"1042","Richard Hamilton",2002,"SG",0.511,14.6,0.435,0.89,0.381,0.438,1.2,2.3,2.8,0.6,0.2,2.2,2.2,20.6,"Richard Hamilton-2002",4
"1045","Anfernee Hardaway",2002,"SG",0.472,21.1,0.418,0.81,0.277,0.432,1.4,3.7,4.7,1.8,0.5,2.8,2.7,14,"Anfernee Hardaway-2002",5
"1046","Tim Hardaway",2002,"PG",0.492,27,0.365,0.794,0.347,0.387,0.3,2.5,6.3,1.3,0.2,2.5,2.5,14.7,"Tim Hardaway-2002",2
"1047","Matt Harpring",2002,"SF",0.512,7.5,0.461,0.743,0.304,0.475,2.9,5.2,1.5,1,0.1,1.8,2.8,13.6,"Matt Harpring-2002",9
"1048","Al Harrington",2002,"PF",0.526,7.3,0.475,0.799,0.333,0.476,2.6,4.9,1.5,1.1,0.6,2.1,4.6,15.8,"Al Harrington-2002",9
"1049","Othella Harrington",2002,"PF",0.567,4.2,0.527,0.709,0,0.529,2.9,5.2,0.9,0.7,0.8,2.2,5.8,13.7,"Othella Harrington-2002",7
"1050","Lucious Harris",2002,"SG",0.556,12.3,0.464,0.842,0.373,0.489,1.1,3.7,2.7,1.2,0.1,1.4,2.3,15.6,"Lucious Harris-2002",11
"1054","Trenton Hassell",2002,"SG",0.502,13,0.425,0.763,0.364,0.447,1,3.1,2.8,0.9,0.7,1.6,3,11,"Trenton Hassell-2002",3
"1057","Alan Henderson",2002,"PF",0.527,4.4,0.509,0.533,1,0.504,2.6,5.6,0.9,0.9,1.3,1.8,3.4,12.2,"Alan Henderson-2002",9
"1060","Tyrone Hill",2002,"PF",0.46,4.3,0.39,0.65,0,0.392,3.5,8.7,1,0.8,0.6,2.1,4.5,9.3,"Tyrone Hill-2002",8
"1061","Fred Hoiberg",2002,"SG",0.519,15.5,0.416,0.84,0.261,0.487,0.5,4.9,3.5,1.6,0.1,0.8,2.2,8.8,"Fred Hoiberg-2002",11
"1062","Robert Horry",2002,"PF",0.528,15.3,0.398,0.783,0.374,0.416,2.2,5.9,3.9,1.3,1.5,1.5,3.5,9.3,"Robert Horry-2002",9
"1063","Eddie House",2002,"PG",0.471,18.8,0.399,0.857,0.344,0.422,0.5,2.7,3.6,1.3,0.1,2.3,2.9,15,"Eddie House-2002",2
"1064","Allan Houston",2002,"SG",0.54,12.6,0.437,0.87,0.393,0.452,0.5,2.7,2.3,0.7,0.1,2.1,2.2,19.4,"Allan Houston-2002",11
"1065","Juwan Howard",2002,"PF",0.513,10.8,0.46,0.761,0,0.461,3,5.3,2.3,0.6,0.6,2.1,3.6,16.2,"Juwan Howard-2002",8
"1066","Troy Hudson",2002,"PG",0.526,23.4,0.434,0.876,0.353,0.459,0.6,2.2,5,1.1,0.1,3.2,2.3,18.4,"Troy Hudson-2002",2
"1067","Larry Hughes",2002,"SG",0.484,26.1,0.423,0.737,0.194,0.453,1.5,2.8,5.6,2,0.4,3,2.6,15.7,"Larry Hughes-2002",5
"1068","Lindsey Hunter",2002,"PG",0.466,11.7,0.382,0.5,0.38,0.383,0.4,2.3,2.9,1.5,0.4,1.2,2.7,10.5,"Lindsey Hunter-2002",3
"1070","Zydrunas Ilgauskas",2002,"C",0.501,9.4,0.425,0.754,0,0.429,3.7,5.4,1.9,0.5,2.3,2.5,5.1,18.7,"Zydrunas Ilgauskas-2002",8
"1071","Allen Iverson",2002,"SG",0.489,27.6,0.398,0.812,0.291,0.419,0.6,3.1,4.5,2.3,0.2,3.3,1.4,25.9,"Allen Iverson-2002",10
"1072","Bobby Jackson",2002,"PG",0.537,14.7,0.443,0.81,0.361,0.477,1.7,3.5,3.4,1.5,0.2,1.9,3,18.4,"Bobby Jackson-2002",4
"1074","Jermaine Jackson",2002,"SG",0.542,30.5,0.476,0.667,0.5,0.475,0.4,3.1,7.3,1.2,0.1,1.8,3.1,7.3,"Jermaine Jackson-2002",2
"1075","Jim Jackson",2002,"SF",0.511,13.4,0.442,0.862,0.469,0.438,1.1,4.7,2.8,0.8,0.3,2.1,2.9,11.6,"Jim Jackson-2002",11
"1076","Marc Jackson",2002,"C",0.467,4.3,0.366,0.825,0,0.368,3.5,5.8,1,0.8,0.4,2.2,5,13.5,"Marc Jackson-2002",8
"1077","Mark Jackson",2002,"PG",0.536,42.5,0.439,0.791,0.405,0.456,0.9,3.8,9.2,1.1,0,2.3,2.5,10.4,"Mark Jackson-2002",10
"1078","Stephen Jackson",2002,"SF",0.452,8.3,0.374,0.706,0.25,0.455,0.5,3.6,1.7,2.4,0.5,3.6,4.6,14.1,"Stephen Jackson-2002",5
"1082","Antawn Jamison",2002,"SF",0.516,9.6,0.447,0.734,0.324,0.469,2.5,4.1,1.9,0.8,0.5,1.9,2.2,19.2,"Antawn Jamison-2002",11
"1084","Richard Jefferson",2002,"SF",0.524,11.7,0.457,0.713,0.232,0.48,1.6,3.9,2.6,1.2,0.9,2,4,13.9,"Richard Jefferson-2002",6
"1085","Anthony Johnson",2002,"SG",0.465,19.7,0.411,0.64,0.333,0.423,1,1.9,4.7,3,0.1,2,3,9.2,"Anthony Johnson-2002",5
"1086","Avery Johnson",2002,"PG",0.531,36,0.479,0.742,0,0.485,0.4,1.5,7.6,1.1,0.2,2,2.3,14.2,"Avery Johnson-2002",10
"1087","DerMarr Johnson",2002,"SF",0.513,7.7,0.396,0.81,0.36,0.427,1.2,3.9,1.7,1.3,1.2,2.1,3.4,12.5,"DerMarr Johnson-2002",3
"1088","Ervin Johnson",2002,"C",0.468,2.3,0.461,0.455,0,0.464,3.1,7,0.6,0.8,1.8,1.1,4.7,4.5,"Ervin Johnson-2002",8
"1089","Joe Johnson",2002,"SG",0.478,15,0.43,0.774,0.292,0.469,1.4,3.4,3.4,1.1,0.4,1.3,2.1,10.9,"Joe Johnson-2002",3
"1091","Damon Jones",2002,"PG",0.548,20.9,0.401,0.729,0.371,0.459,0.4,3,4.7,0.8,0,2,2.8,11.3,"Damon Jones-2002",2
"1092","Eddie Jones",2002,"SG",0.546,15.4,0.432,0.837,0.39,0.451,0.7,3.6,3,1.3,0.9,1.7,2.9,16.9,"Eddie Jones-2002",11
"1093","Jumaine Jones",2002,"PF",0.501,8.9,0.448,0.662,0.31,0.498,2.1,6.1,1.9,1.3,0.8,1.3,3.1,11.3,"Jumaine Jones-2002",6
"1094","Popeye Jones",2002,"PF",0.49,10.5,0.437,0.815,0.364,0.439,4.4,6.5,2.4,0.9,0.4,1.6,3.9,10.4,"Popeye Jones-2002",9
"1095","Michael Jordan",2002,"SF",0.468,30.8,0.416,0.79,0.189,0.426,0.9,5,5.3,1.5,0.4,2.8,2,23.7,"Michael Jordan-2002",10
"1096","Shawn Kemp",2002,"PF",0.489,6.9,0.43,0.794,0,0.434,2.6,5.8,1.5,1.3,1,2.4,5.4,13.3,"Shawn Kemp-2002",8
"1097","Steve Kerr",2002,"PG",0.573,13,0.47,0.975,0.394,0.503,0.3,2.5,2.9,0.6,0,1.1,2.3,12.5,"Steve Kerr-2002",11
"1098","Jason Kidd",2002,"PG",0.484,42.5,0.391,0.814,0.321,0.424,1.5,5.5,9.5,2.1,0.2,3.4,1.6,14.2,"Jason Kidd-2002",10
"1099","Andrei Kirilenko",2002,"SF",0.553,7.4,0.45,0.768,0.25,0.488,2.5,4.2,1.6,1.9,2.7,1.8,2.6,14.7,"Andrei Kirilenko-2002",6
"1100","Kerry Kittles",2002,"SG",0.542,13.9,0.466,0.744,0.405,0.487,0.9,2.9,3,1.8,0.4,1.5,1.5,15.3,"Kerry Kittles-2002",6
"1101","Brevin Knight",2002,"PG",0.482,43.9,0.422,0.757,0.25,0.426,0.3,3.1,9.4,2.5,0.2,3.5,4.2,11.6,"Brevin Knight-2002",10
"1103","Toni Kukoc",2002,"SF",0.511,23.7,0.419,0.712,0.31,0.474,1,4.2,5.1,1.2,0.4,2.7,2.2,14.1,"Toni Kukoc-2002",2
"1104","Christian Laettner",2002,"PF",0.511,16.7,0.464,0.868,0.2,0.472,1.8,5.7,3.8,1.5,0.6,2.1,3.2,10.1,"Christian Laettner-2002",6
"1105","Raef LaFrentz",2002,"C",0.533,6.2,0.458,0.695,0.388,0.486,2.6,5.9,1.3,0.8,3.1,1.4,4.1,15.4,"Raef LaFrentz-2002",9
"1106","Trajan Langdon",2002,"SG",0.533,21.1,0.398,0.913,0.365,0.422,1,3.2,4.5,1,0.4,3,3.7,15.8,"Trajan Langdon-2002",2
"1107","Dan Langhi",2002,"SF",0.412,5.4,0.392,0.727,0.25,0.397,1.8,3.7,1.2,0.7,0.4,0.7,2.1,8.9,"Dan Langhi-2002",3
"1108","Rusty LaRue",2002,"PG",0.482,22.3,0.395,0.857,0.34,0.415,0.7,2.5,4.7,1.1,0.5,2.9,3.9,12.8,"Rusty LaRue-2002",2
"1109","Voshon Lenard",2002,"SG",0.495,14.3,0.41,0.783,0.371,0.427,0.8,3.1,2.8,1.3,0.5,2,2.3,17.6,"Voshon Lenard-2002",2
"1110","Quincy Lewis",2002,"SG",0.474,12.4,0.448,0.65,0.167,0.488,0.7,2.4,2.6,1.7,0.7,2.4,6.5,10.6,"Quincy Lewis-2002",6
"1111","Rashard Lewis",2002,"SF",0.564,7.8,0.468,0.81,0.389,0.506,1.9,5,1.7,1.4,0.6,1.4,2.4,16.6,"Rashard Lewis-2002",11
"1114","Grant Long",2002,"PF",0.475,11.5,0.426,0.699,0.176,0.438,0.6,3.9,2.6,1.2,0.2,2,2.4,8,"Grant Long-2002",3
"1115","Felipe Lopez",2002,"SG",0.469,9.6,0.378,0.673,0.424,0.366,1.8,3.2,2.4,1.1,0.1,2.2,4.5,10.5,"Felipe Lopez-2002",3
"1116","Tyronn Lue",2002,"PG",0.507,28.5,0.427,0.762,0.447,0.42,0.3,2.7,6.1,1.2,0,2.4,3,13.7,"Tyronn Lue-2002",2
"1117","George Lynch",2002,"SF",0.399,9.3,0.369,0.625,0.167,0.375,2.8,4.7,2.2,1.6,0.6,1.7,3,6.9,"George Lynch-2002",1
"1120","Mark Madsen",2002,"PF",0.492,9.7,0.452,0.648,0,0.458,4.9,4,2.4,0.9,0.7,1.2,5.8,9.2,"Mark Madsen-2002",8
"1121","Corey Maggette",2002,"SG",0.56,11.5,0.443,0.801,0.331,0.483,1.2,3.9,2.5,0.9,0.4,2.6,3.5,16,"Corey Maggette-2002",4
"1122","Jamaal Magloire",2002,"C",0.624,3.4,0.551,0.73,0,0.552,3.6,7.2,0.7,0.6,2,2.7,4.7,16.2,"Jamaal Magloire-2002",7
"1123","Dan Majerle",2002,"SG",0.49,10.9,0.343,0.59,0.336,0.37,0.9,4.5,2.7,1.5,0.5,1.1,3.2,9.2,"Dan Majerle-2002",3
"1124","Karl Malone",2002,"PF",0.532,21.8,0.454,0.797,0.36,0.456,1.7,6.4,4,1.8,0.7,3.1,2.7,21.2,"Karl Malone-2002",4
"1125","Danny Manning",2002,"PF",0.505,8,0.477,0.667,0.143,0.493,1.6,5.4,2,1.4,1.4,1.6,5.2,10.8,"Danny Manning-2002",8
"1126","Stephon Marbury",2002,"PG",0.519,35.7,0.442,0.781,0.286,0.476,0.8,2.2,7.5,0.9,0.1,3.2,2.1,18.9,"Stephon Marbury-2002",10
"1127","Shawn Marion",2002,"SF",0.518,9.1,0.469,0.845,0.393,0.476,2.4,6.9,1.9,1.7,1,1.7,2.5,17.9,"Shawn Marion-2002",12
"1129","Donny Marshall",2002,"SF",0.406,6.1,0.276,0.667,0.5,0.24,2.4,4,1.5,0.9,0,0.6,4.3,9.2,"Donny Marshall-2002",1
"1130","Donyell Marshall",2002,"SF",0.565,10.9,0.519,0.708,0.31,0.533,3.3,5.9,2.1,1,1.4,2.6,3.1,17.7,"Donyell Marshall-2002",12
"1132","Kenyon Martin",2002,"PF",0.503,13,0.463,0.678,0.224,0.48,1.6,4,2.8,1.3,1.7,2.5,3.8,15.6,"Kenyon Martin-2002",6
"1133","Jamal Mashburn",2002,"SF",0.505,19.7,0.407,0.876,0.366,0.415,0.7,4.7,3.8,1,0.1,2.5,1.8,19.3,"Jamal Mashburn-2002",4
"1134","Anthony Mason",2002,"PF",0.544,16.6,0.505,0.697,1,0.504,1.4,6,4,0.7,0.3,1.5,2.1,9,"Anthony Mason-2002",11
"1135","Desmond Mason",2002,"SF",0.533,6.7,0.464,0.848,0.271,0.48,1.4,3.9,1.5,1,0.4,1.5,2.5,13.8,"Desmond Mason-2002",11
"1136","Tony Massenburg",2002,"PF",0.503,3.5,0.456,0.718,1,0.454,2.9,6.5,0.8,0.9,0.9,1.9,5,11.6,"Tony Massenburg-2002",9
"1137","Walter McCarty",2002,"PF",0.563,9.4,0.444,0.684,0.394,0.506,1.6,4.8,2.1,0.9,0.4,1.1,4.2,10.6,"Walter McCarty-2002",9
"1139","George McCloud",2002,"SF",0.466,17.9,0.358,0.81,0.27,0.412,1.3,3.6,4,1.1,0.4,2.8,3.4,11.9,"George McCloud-2002",5
